"address","property_tax_new","property_tax_old","appraisal_new","assessment_new","appraisal_old","assessment_old"
"304 PINE ROCK AVE #C14",3083.2515,1611.5777999999998,94500,66150,41400,28979.999999999996
"304 PINE ROCK AVE #C15",3729.2661000000003,2012.5258999999999,114300,80010,51700,36190
"304 PINE ROCK AVE #C16",3040.8363999999992,1588.2216,93200,65239.99999999999,40800,28560
"304 PINE ROCK AVE #C17",3478.0382,1880.1741000000002,106600,74620,48300,33810
"304 PINE ROCK AVE #C18",2962.5316,1549.2946000000002,90800,63559.99999999999,39800,27860
"304 PINE ROCK AVE #C19",3667.2747999999997,1981.3843,112400,78680,50900,35630
"304 PINE ROCK AVE #C2",2962.5316,1549.2946000000002,90800,63559.99999999999,39800,27860
"304 PINE ROCK AVE #C20",3135.4547000000002,1638.8266999999996,96100,67270,42100,29469.999999999996
"304 PINE ROCK AVE #C21",3748.8423,2024.204,114900,80430,52000,36400
"304 PINE ROCK AVE #C3",3650.9613,1954.1354,111900,78330,50200,35140
"304 PINE ROCK AVE #C4",3106.0904,1623.2558999999997,95200,66640,41700,29189.999999999996
"304 PINE ROCK AVE #C6",3145.2428,1642.7193999999997,96400,67480,42200,29539.999999999996
"304 PINE ROCK AVE #C7",3605.2835,1946.35,110500,77350,50000,35000
"304 PINE ROCK AVE #C8",2956.0062,1545.4018999999998,90600,63419.99999999999,39700,27790
"304 PINE ROCK AVE #C9",3517.1906,1899.6376,107800,75460,48800,34160
"306 PINE ROCK AVE #D1",3540.0295,1911.3156999999999,108500,75950,49100,34370
"306 PINE ROCK AVE #D10",3017.9974999999995,1576.5435,92500,64749.99999999999,40500,28350
"306 PINE ROCK AVE #D11",3631.3851,1961.9208,111300,77910,50400,35280
"306 PINE ROCK AVE #D12",3024.5228999999995,1580.4361999999999,92700,64889.99999999999,40600,28420
"306 PINE ROCK AVE #D13",3533.5041,1907.423,108300,75810,49000,34300
"306 PINE ROCK AVE #D14",3102.8277000000003,1623.2558999999997,95100,66570,41700,29189.999999999996
"306 PINE ROCK AVE #D16",3099.565,1619.3631999999998,95000,66500,41600,29119.999999999996
"306 PINE ROCK AVE #D17",3572.6565,1930.7792,109500,76650,49600,34720
"306 PINE ROCK AVE #D18",3145.2428,1599.8996999999997,96400,67480,41100,28769.999999999996
"306 PINE ROCK AVE #D19",3608.5462,1950.2427,110600,77420,50100,35070
"306 PINE ROCK AVE #D2",2903.8029999999994,1518.153,89000,62299.99999999999,39000,27300
"306 PINE ROCK AVE #D20",3034.3109999999997,1588.2216,93000,65099.99999999999,40800,28560
"306 PINE ROCK AVE #D21",3608.5462,1950.2427,110600,77420,50100,35070
"306 PINE ROCK AVE #D3",3445.4112,1860.7106,105600,73920,47800,33460
"306 PINE ROCK AVE #D4",2890.7522,1510.3676,88600,62019.99999999999,38800,27160
"306 PINE ROCK AVE #D6",3031.0483,1584.3289,92900,65029.99999999999,40700,28490
"306 PINE ROCK AVE #D7",3585.7073,1938.5646000000002,109900,76930,49800,34860
"306 PINE ROCK AVE #D8",3031.0483,1584.3289,92900,65029.99999999999,40700,28490
"306 PINE ROCK AVE #D9",3859.7741,1934.6718999999998,118300,82810,49700,34790
"255 PINE ROCK AVE #U1",2854.8624999999997,1837.3544,87500,61249.99999999999,47200,33040
"255 PINE ROCK AVE #U10",3194.1832999999997,1837.3544,97900,68530,47200,33040
"255 PINE ROCK AVE #U11",3262.7,1907.423,100000,70000,49000,34300
"255 PINE ROCK AVE #U12",3194.1832999999997,1837.3544,97900,68530,47200,33040
"255 PINE ROCK AVE #U13",3262.7,1907.423,100000,70000,49000,34300
"255 PINE ROCK AVE #U14",3194.1832999999997,2378.4397000000004,97900,68530,61100,42770
"255 PINE ROCK AVE #U15",3194.1832999999997,1837.3544,97900,68530,47200,33040
"255 PINE ROCK AVE #U16",3194.1832999999997,2067.0236999999997,97900,68530,53100,37170
"255 PINE ROCK AVE #U17",3197.446,2199.3755,98000,68600,56500,39550
"255 PINE ROCK AVE #U2",2854.8624999999997,2199.3755,87500,61249.99999999999,56500,39550
"255 PINE ROCK AVE #U3",2854.8624999999997,1837.3544,87500,61249.99999999999,47200,33040
"255 PINE ROCK AVE #U4",2854.8624999999997,1272.9128999999998,87500,61249.99999999999,32700,22890
"255 PINE ROCK AVE #U5",2854.8624999999997,1837.3544,87500,61249.99999999999,47200,33040
"255 PINE ROCK AVE #U6",2854.8624999999997,1837.3544,87500,61249.99999999999,47200,33040
"255 PINE ROCK AVE #U7",2854.8624999999997,1272.9128999999998,87500,61249.99999999999,32700,22890
"255 PINE ROCK AVE #U8",1807.5358,1272.9128999999998,55400,38780,32700,22890
"255 PINE ROCK AVE #U9",3445.4112,1837.3544,105600,73920,47200,33040
"180 PINE ROCK AVE REAR",1419.2744999999998,1510.3676,43500,30449.999999999996,38800,27160
"180 PINE ROCK AVE REAR",4097.9511999999995,2853.3491,125600,87920,73300,51310
"710 PINE ROCK AVE REAR",9.7881,11.6781,300,210,300,210
"713 PINE ROCK AVE REAR",600.3368,622.832,18400,12880,16000,11200
"180 PINE ROCK AVE REAR",1419.2744999999998,1510.3676,43500,30449.999999999996,38800,27160
"180 PINE ROCK AVE REAR",4097.9511999999995,2853.3491,125600,87920,73300,51310
"710 PINE ROCK AVE REAR",9.7881,11.6781,300,210,300,210
"713 PINE ROCK AVE REAR",600.3368,622.832,18400,12880,16000,11200
"18 PINE ST",11520.5937,8587.296199999999,353100,247169.99999999997,220600,154420
"22 PINE ST",7651.0315,4970.977900000001,234500,164150,127700,89390
"28 PINE ST",7001.7542,5383.6041,214600,150220,138300,96810
"32 PINE ST",6884.297,4920.3728,211000,147700,126400,88480
"38 PINE ST",11618.474699999999,8330.378,356100,249269.99999999997,214000,149800
"42 PINE ST",12642.9625,8521.1203,387500,271250,218900,153230
"45 PINE ST",2978.8450999999995,1697.2171999999998,91300,63909.99999999999,43600,30519.999999999996
"46 PINE ST",11846.8637,8365.4123,363100,254169.99999999997,214900,150430
"52 PINE ST",8613.528,6321.7447999999995,264000,184800,162400,113680
"56 PINE ST",11315.043599999997,7991.7131,346800,242759.99999999997,205300,143710
"57 PINE ST",9673.9055,7559.6234,296500,207550,194200,135940
"59 PINE ST",10026.2771,7532.3745,307300,215110,193500,135450
"61 PINE ST",7517.2608,5901.3332,230400,161280,151600,106120
"62 PINE ST",8143.6992,6177.7149,249600,174720,158700,111090
"63 PINE ST",12029.574899999998,8532.7984,368700,258089.99999999997,219200,153440
"66 PINE ST",11559.746099999998,8174.67,354300,248009.99999999997,210000,147000
"5 PINEWOOD RD",9889.243699999999,7244.314699999999,303100,212170,186100,130269.99999999999
"10 PINEWOOD RD",9977.336599999999,7279.348999999999,305800,214060,187000,130899.99999999999
"15 PINEWOOD RD",10518.944800000001,8018.962,322400,225680,206000,144200
"18 PINEWOOD RD",9954.4977,7909.9664,305100,213570,203200,142240
"23 PINEWOOD RD",9925.1334,7691.9752,304200,212940,197600,138320
"24 PINEWOOD RD",9083.356800000001,7115.855599999999,278400,194880,182800,127959.99999999999
"31 PINEWOOD RD",9373.7371,7283.2417,287300,201110,187100,130969.99999999999
"34 PINEWOOD RD",10571.148,8275.8802,324000,226800,212600,148820
"38 PINEWOOD RD",10081.743,8174.67,309000,216300,210000,147000
"39 PINEWOOD RD",12642.9625,9673.3595,387500,271250,248500,173950
"45 PINEWOOD RD",11135.595099999999,8824.750900000001,341300,238909.99999999997,226700,158690
"46 PINEWOOD RD",9918.608,7602.4430999999995,304000,212800,195300,136710
"55 PINEWOOD RD",12228.5996,9389.1924,374800,262360,241200,168840
"56 PINEWOOD RD",7990.3523,8143.5284,244900,171430,209200,146440
"20 PIPER RD",12695.1657,10230.015599999999,389100,272370,262800,183960
"21 PIPER RD",10019.751699999999,7695.8679,307100,214970,197700,138390
"30 PIPER RD",9005.052,6808.332299999999,276000,193200,174900,122429.99999999999
"33 PIPER RD",9863.1421,7135.319099999999,302300,211610,183300,128309.99999999999
"34 PIPER RD",8398.1898,6267.247,257400,180180,161000,112700
"38 PIPER RD",10489.5805,8260.3094,321500,225050,212200,148540
"42 PIPER RD",8310.096899999999,5979.1872,254700,178290,153600,107520
"47 PIPER RD",8593.9518,5990.8652999999995,263400,184380,153900,107730
"48 PIPER RD",8398.1898,5877.977,257400,180180,151000,105700
"53 PIPER RD",9376.999800000001,6683.765899999999,287400,201180,171700,120189.99999999999
"56 PIPER RD",10065.4295,8412.124699999998,308500,215950,216100,151270
"59 PIPER RD",9223.652900000001,6621.4827,282700,197890,170100,119069.99999999999
"65 PIPER RD",8124.123,5850.728099999999,249000,174300,150300,105210
"66 PIPER RD",8956.1115,6551.414099999999,274500,192150,168300,117809.99999999999
"71 PIPER RD",7944.6745,5718.3763,243500,170450,146900,102830
"72 PIPER RD",7070.2709,5212.3252999999995,216700,151690,133900,93730
"77 PIPER RD",8391.6644,5897.4405,257200,180040,151500,106050
"78 PIPER RD",8864.7559,6874.508199999999,271700,190190,176600,123619.99999999999
"83 PIPER RD",8483.02,6119.3244,260000,182000,157200,110040
"84 PIPER RD",8620.0534,6158.2514,264200,184940,158200,110740
"89 PIPER RD",9412.8895,7018.538099999999,288500,201950,180300,126209.99999999999
"90 PIPER RD",8084.9706,5842.9427000000005,247800,173460,150100,105070
"95 PIPER RD",8874.544,6356.7791,272000,190400,163300,114310
"96 PIPER RD",9442.2538,6773.297999999999,289400,202580,174000,121799.99999999999
"102 PIPER RD",9158.3989,6559.199499999999,280700,196490,168500,117949.99999999999
"105 PIPER RD",8182.8516,5909.1186,250800,175560,151800,106260
"106 PIPER RD",8111.0722000000005,5862.4062,248600,174020,150600,105420
"110 PIPER RD",9983.862,6827.795799999999,306000,214200,175400,122779.99999999999
"112 PIPER RD",7784.8022,5636.629599999999,238600,167020,144800,101360
"116 PIPER RD",8026.242,6025.8996,246000,172200,154800,108360
"121 PIPER RD",8055.6062999999995,5749.517900000001,246900,172830,147700,103390
"122 PIPER RD",7758.700599999999,5597.7026,237800,166460,143800,100660
"128 PIPER RD",7856.5815999999995,5928.5821,240800,168560,152300,106610
"134 PIPER RD",7631.4553,5667.7712,233900,163730,145600,101920
"140 PIPER RD",8104.5468,5846.8354,248400,173880,150200,105140
"146 PIPER RD",8502.5962,7030.216199999999,260600,182420,180600,126419.99999999999
"149 PIPER RD",7174.677299999999,5430.3165,219900,153930,139500,97650
"152 PIPER RD",7921.835599999999,5554.8829000000005,242800,169960,142700,99890
"157 PIPER RD",8212.2159,5924.6894,251700,176190,152200,106540
"158 PIPER RD",8685.3074,6236.1054,266200,186340,160200,112140
"9 PLAINS AVE",9155.136199999999,6267.247,280600,196420,161000,112700
"12 PLAINS AVE",7778.2768,5617.1660999999995,238400,166880,144300,101010
"15 PLAINS AVE",9031.1536,6239.9981,276800,193760,160300,112210
"18 PLAINS AVE",9461.83,6769.4052999999985,290000,203000,173900,121729.99999999999
"21 PLAINS AVE",7882.6832,6064.826599999999,241600,169120,155800,109060
"24 PLAINS AVE",8587.4264,6103.7536,263200,184240,156800,109760
"27 PLAINS AVE",10473.267,6559.199499999999,321000,224700,168500,117949.99999999999
"30 PLAINS AVE",9520.5586,7045.786999999999,291800,204260,181000,126699.99999999999
"33 PLAINS AVE",8241.5802,6080.397400000001,252600,176820,156200,109340
"36 PLAINS AVE",9034.4163,6103.7536,276900,193830,156800,109760
"39 PLAINS AVE",8939.798,6310.0667,274000,191800,162100,113470
"42 PLAINS AVE",9517.295900000001,6913.435199999999,291700,204190,177600,124319.99999999999
"48 PLAINS AVE",8845.179699999999,6481.345499999999,271100,189770,166500,116549.99999999999
"52 PLAINS AVE",9337.8474,6602.019199999999,286200,200340,169600,118719.99999999999
"55 PLAINS AVE",7403.0662999999995,5994.758,226900,158830,154000,107800
"56 PLAINS AVE",9654.329300000001,6967.932999999999,295900,207130,179000,125299.99999999999
"60 PLAINS AVE",7667.345,6239.9981,235000,164500,160300,112210
"66 PLAINS AVE",8933.2726,6551.414099999999,273800,191660,168300,117809.99999999999
"3 PLEASANT DR",8316.622299999999,6025.8996,254900,178430,154800,108360
"4 PLEASANT DR",9957.760400000001,6609.804599999999,305200,213640,169800,118859.99999999999
"11 PLEASANT DR",13638.086,8595.0816,418000,292600,220800,154560
"12 PLEASANT DR",8590.6891,6356.7791,263300,184310,163300,114310
"17 PLEASANT DR",9360.686300000001,6987.396499999999,286900,200830,179500,125649.99999999999
"18 PLEASANT DR",8133.911099999999,6216.6419000000005,249300,174510,159700,111790
"25 PLEASANT DR",9298.695,6975.7184,285000,199500,179200,125439.99999999999
"26 PLEASANT DR",9191.0259,6839.473899999999,281700,197190,175700,122989.99999999999
"29 PLEASANT DR",8453.6557,6212.7492,259100,181370,159600,111720
"36 PLEASANT DR",9253.017199999998,6816.117699999999,283600,198520,175100,122569.99999999999
"37 PLEASANT DR",8949.5861,6360.6718,274300,192010,163400,114380
"43 PLEASANT DR",8483.02,6286.7105,260000,182000,161500,113050
"49 PLEASANT DR",9008.314699999999,6757.727199999999,276100,193270,173600,121519.99999999999
"50 PLEASANT DR",9376.999800000001,7135.319099999999,287400,201180,183300,128309.99999999999
"56 PLEASANT DR",9171.4497,6485.238199999999,281100,196770,166600,116619.99999999999
"57 PLEASANT DR",10502.631300000001,7715.3314,321900,225330,198200,138740
"63 PLEASANT DR",9112.721099999999,6831.688499999999,279300,195510,175500,122849.99999999999
"64 PLEASANT DR",8998.5266,6613.697299999999,275800,193060,169900,118929.99999999999
"69 PLEASANT DR",9213.864800000001,6835.5812,282400,197680,175600,122919.99999999999
"74 PLEASANT DR",8668.9939,6111.539,265700,185990,157000,109900
"75 PLEASANT DR",10101.3192,7431.1642999999995,309600,216720,190900,133630
"83 PLEASANT DR",9308.4831,7080.821299999999,285300,199710,181900,127329.99999999999
"89 PLEASANT DR",8972.425,6625.375399999999,275000,192500,170200,119139.99999999999
"92 PLEASANT DR",9416.152199999999,6897.8643999999995,288600,202020,177200,124039.99999999999
"95 PLEASANT DR",8753.8241,6792.761499999999,268300,187810,174500,122149.99999999999
"102 PLEASANT DR",10019.751699999999,7660.8336,307100,214970,196800,137760
"112 PLEASANT DR",9311.7458,6341.2083,285400,199780,162900,114030
"115 PLEASANT DR",9416.152199999999,6672.087799999999,288600,202020,171400,119979.99999999999
"3 PLEASANT DR ADJ",192.49929999999998,124.56639999999999,5900,4130,3200,2240
"3 PLEASANT DR ADJ",192.49929999999998,124.56639999999999,5900,4130,3200,2240
"1 POND HOLLOW DR #U1",6159.977599999999,4099.0131,188800,132160,105300,73710
"2 POND HOLLOW DR #U2",6003.3679999999995,3997.8028999999997,184000,128799.99999999999,102700,71890
"3 POND HOLLOW DR #U3",6146.9268,4083.4422999999997,188400,131880,104900,73430
"4 POND HOLLOW DR #U4",5974.003699999999,3978.3394,183100,128169.99999999999,102200,71540
"5 POND HOLLOW DR #U5",7775.014099999999,5854.6208,238300,166810,150400,105280
"6 POND HOLLOW DR #U6",7732.599,5570.4537,237000,165900,143100,100170
"7 POND HOLLOW DR #U7",8117.5976,5601.5953,248800,174160,143900,100730
"8 POND HOLLOW DR #U8",8039.2928,5438.101900000001,246400,172480,139700,97790
"9 POND HOLLOW DR #U9",6013.156099999999,3954.9832,184300,129009.99999999999,101600,71120
"10 POND HOLLOW DR #U10",6029.469599999999,4001.6956,184800,129359.99999999999,102800,71960
"11 POND HOLLOW DR #U11",6146.9268,4122.369299999999,188400,131880,105900,74130
"12 POND HOLLOW DR #U12",6283.9602,4340.3605,192600,134820,111500,78050
"13 POND HOLLOW DR #U13",8792.9765,5905.2259,269500,188650,151700,106190
"14 POND HOLLOW DR #U14",7455.2695,5009.9049,228500,159950,128700,90090
"15 POND HOLLOW DR #U15",7292.1345,4881.4457999999995,223500,156450,125400,87780
"16 POND HOLLOW DR #U16",7478.1084,5111.1151,229200,160440,131300,91910
"17 POND HOLLOW DR #U17",7422.6425,4990.441400000001,227500,159250,128200,89740
"18 POND HOLLOW DR #U18",7621.6672,5118.9005,233600,163520,131500,92050
"19 POND HOLLOW DR #U19",6280.6975,4161.2963,192500,134750,106900,74830
"20 POND HOLLOW DR #U20",5967.478299999999,3997.8028999999997,182900,128029.99999999999,102700,71890
"21 POND HOLLOW DR #U21",6084.935499999999,4126.262,186500,130549.99999999999,106000,74200
"22 POND HOLLOW DR #U22",5951.164799999999,3919.9489,182400,127679.99999999999,100700,70490
"5 POND RD",9367.2117,7400.0227,287100,200970,190100,133070
"12 POND RD",9673.9055,7166.4607,296500,207550,184100,128869.99999999999
"17 POND RD",9425.9403,6757.727199999999,288900,202230,173600,121519.99999999999
"20 POND RD",9109.4584,5835.1573,279200,195440,149900,104930
"21 POND RD",10332.9709,8186.348099999999,316700,221690,210300,147210
"26 POND RD",8750.5614,6594.233799999999,268200,187740,169400,118579.99999999999
"7 PONDWOOD CT",11272.628499999999,8848.1071,345500,241849.99999999997,227300,159110
"9 PONDWOOD CT",14414.6086,11405.611,441800,309260,293000,205100
"10 PONDWOOD CT",13063.8508,10249.4791,400400,280280,263300,184310
"15 PONDWOOD CT",14173.168800000001,12530.6013,434400,304080,321900,225330
"16 PONDWOOD CT",13677.2384,9992.5609,419200,293440,256700,179690
"0 POST FALLS LA",150.0842,221.88389999999995,4600,3220,5700,3989.9999999999995
"0 POST FALLS LA",84.83019999999998,124.56639999999999,2600,1819.9999999999998,3200,2240
"4 POST FALLS LA",15471.7234,14488.629399999998,474200,331940,372200,260539.99999999997
"14 POST FALLS LA",13820.797199999999,12511.1378,423600,296520,321400,224980
"21 POST FALLS LA",17214.0052,15037.5001,527600,369320,386300,270410
"24 POST FALLS LA",14244.948199999999,12374.893300000002,436600,305620,317900,222530
"31 POST FALLS LA",13439.061300000001,12016.7649,411900,288330,308700,216090
"34 POST FALLS LA",17445.656899999998,16372.696199999998,534700,374290,420600,294420
"41 POST FALLS LA",12652.7506,10623.178300000001,387800,271460,272900,191030
"44 POST FALLS LA",13729.4416,12674.6312,420800,294560,325600,227920
"51 POST FALLS LA",14385.2443,13044.437699999997,440900,308630,335100,234569.99999999997
"61 POST FALLS LA",14496.176099999999,13484.3128,444300,311010,346400,242479.99999999997
"2 PRESCOTT ST",691.6923999999999,455.44589999999994,21200,14839.999999999998,11700,8189.999999999999
"4 PRESCOTT ST",3504.1398,1506.4749,107400,75180,38700,27090
"0 PROSPECT CT",7393.2782,5126.6859,226600,158620,131700,92190
"2 PROSPECT CT",16881.2098,12460.5327,517400,362180,320100,224070
"3 PROSPECT CT",18483.1955,13215.716499999999,566500,396550,339500,237649.99999999997
"4 PROSPECT CT",NA,37404.9543,NA,NA,960900,672630
"5 PROSPECT CT",NA,33788.636,NA,NA,868000,607600
"6 PROSPECT CT",NA,48129.3428,NA,NA,1236400,865480
"14 PROSPECT LA",8737.5106,7143.1044999999995,267800,187460,183500,128449.99999999999
"15 PROSPECT LA",9987.124699999998,8318.6999,306100,214270,213700,149590
"20 PROSPECT LA",7200.7789,5963.616400000001,220700,154490,153200,107240
"23 PROSPECT LA",8391.6644,8085.137900000001,257200,180040,207700,145390
"28 PROSPECT LA",7386.7528,6516.379799999999,226400,158480,167400,117179.99999999999
"31 PROSPECT LA",7403.0662999999995,6543.628699999999,226900,158830,168100,117669.99999999999
"34 PROSPECT LA",8293.7834,6909.542499999999,254200,177940,177500,124249.99999999999
"40 PROSPECT LA",8884.3321,7271.563599999999,272300,190610,186800,130759.99999999999
"44 PROSPECT LA",8303.5715,6598.126499999999,254500,178150,169500,118649.99999999999
"45 PROSPECT LA",8319.885,6781.0833999999995,255000,178500,174200,121939.99999999999
"810 PROSPECT ST",12215.548799999999,9587.7201,374400,262079.99999999997,246300,172410
"825 PROSPECT ST",15820.832299999998,13040.544999999998,484900,339430,335000,234499.99999999997
"840 PROSPECT ST",NA,31149.3854,NA,NA,800200,560140
"841 PROSPECT ST",17324.937,13846.333899999998,531000,371700,355700,248989.99999999997
"850 PROSPECT ST",19886.1565,17431.5106,609500,426650,447800,313460
"855 PROSPECT ST",20724.6704,16652.9706,635200,444640,427800,299460
"860 PROSPECT ST",NA,43255.6824,NA,NA,1111200,777840
"870 PROSPECT ST",29886.332,24714.7523,916000,641200,634900,444430
"871 PROSPECT ST",NA,69636.5103,NA,NA,1788900,1252230
"896 PROSPECT ST",NA,32831.031800000004,NA,NA,843400,590380
"912 PROSPECT ST",28300.6598,25769.673999999995,867400,607180,662000,463399.99999999994
"915 PROSPECT ST",16114.475299999998,15290.525599999999,493900,345730,392800,274960
"922 PROSPECT ST",16127.5261,12297.0393,494300,346010,315900,221130
"930 PROSPECT ST",18512.5598,12666.845800000001,567400,397180,325400,227780
"951 PROSPECT ST",18026.4175,13204.038399999998,552500,386750,339200,237439.99999999997
"954 PROSPECT ST",17364.089399999997,12721.3436,532200,372540,326800,228760
"960 PROSPECT ST",19651.242100000003,15489.053300000001,602300,421610,397900,278530
"965 PROSPECT ST",16032.907799999999,11709.2416,491400,343980,300800,210560
"966 PROSPECT ST",20192.850300000002,15091.9979,618900,433230,387700,271390
"972 PROSPECT ST",20320.0956,19222.1526,622800,435960,493800,345660
"980 PROSPECT ST",16864.8963,11736.4905,516900,361830,301500,211050
"0 PUTNAM AVE",5256.2097,6602.019199999999,161100,112770,169600,118719.99999999999
"23 PUTNAM AVE",11892.541499999998,6602.019199999999,364500,255149.99999999997,169600,118719.99999999999
"31 PUTNAM AVE",10124.158099999999,6602.019199999999,310300,217210,169600,118719.99999999999
"34 PUTNAM AVE",5915.2751,6602.019199999999,181300,126909.99999999999,169600,118719.99999999999
"39 PUTNAM AVE",13305.2906,6602.019199999999,407800,285460,169600,118719.99999999999
"40 PUTNAM AVE",19386.963399999997,6602.019199999999,594200,415940,169600,118719.99999999999
"43 PUTNAM AVE",15563.079,6602.019199999999,477000,333900,169600,118719.99999999999
"45 PUTNAM AVE",11905.592299999998,6602.019199999999,364900,255429.99999999997,169600,118719.99999999999
"51 PUTNAM AVE",10845.2148,6602.019199999999,332400,232679.99999999997,169600,118719.99999999999
"52 PUTNAM AVE",11393.348399999999,6602.019199999999,349200,244439.99999999997,169600,118719.99999999999
"55 PUTNAM AVE",10662.5036,6602.019199999999,326800,228760,169600,118719.99999999999
"59 PUTNAM AVE",10933.3077,6602.019199999999,335100,234569.99999999997,169600,118719.99999999999
"60 PUTNAM AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"63 PUTNAM AVE",14646.2603,6602.019199999999,448900,314230,169600,118719.99999999999
"67 PUTNAM AVE",10310.132,6602.019199999999,316000,221200,169600,118719.99999999999
"68 PUTNAM AVE",10646.1901,6602.019199999999,326300,228410,169600,118719.99999999999
"73 PUTNAM AVE",15781.679900000001,6602.019199999999,483700,338590,169600,118719.99999999999
"79 PUTNAM AVE",10231.8272,6602.019199999999,313600,219520,169600,118719.99999999999
"81 PUTNAM AVE",11846.8637,6602.019199999999,363100,254169.99999999997,169600,118719.99999999999
"85 PUTNAM AVE",11377.034899999999,6602.019199999999,348700,244089.99999999997,169600,118719.99999999999
"91 PUTNAM AVE",12215.548799999999,6602.019199999999,374400,262079.99999999997,169600,118719.99999999999
"92 PUTNAM AVE",11337.882499999998,6602.019199999999,347500,243249.99999999997,169600,118719.99999999999
"94 PUTNAM AVE",11465.127799999998,6602.019199999999,351400,245979.99999999997,169600,118719.99999999999
"95 PUTNAM AVE",11641.313599999998,6602.019199999999,356800,249759.99999999997,169600,118719.99999999999
"97 PUTNAM AVE",10293.8185,6602.019199999999,315500,220850,169600,118719.99999999999
"99 PUTNAM AVE",12665.8014,6602.019199999999,388200,271740,169600,118719.99999999999
"100 PUTNAM AVE",10052.3787,6602.019199999999,308100,215670,169600,118719.99999999999
"101 PUTNAM AVE",10032.8025,6602.019199999999,307500,215250,169600,118719.99999999999
"104 PUTNAM AVE",9223.652900000001,6602.019199999999,282700,197890,169600,118719.99999999999
"112 PUTNAM AVE",12117.6678,6602.019199999999,371400,259979.99999999997,169600,118719.99999999999
"116 PUTNAM AVE",13742.492400000001,6602.019199999999,421200,294840,169600,118719.99999999999
"125 PUTNAM AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"125 PUTNAM AVE",24470.25,6602.019199999999,750000,525000,169600,118719.99999999999
"126 PUTNAM AVE",2313.2542999999996,6602.019199999999,70900,49630,169600,118719.99999999999
"128 PUTNAM AVE",11093.179999999998,6602.019199999999,340000,237999.99999999997,169600,118719.99999999999
"132 PUTNAM AVE",11086.654599999998,6602.019199999999,339800,237859.99999999997,169600,118719.99999999999
"136 PUTNAM AVE",9067.043300000001,6602.019199999999,277900,194530,169600,118719.99999999999
"140 PUTNAM AVE",8871.2813,6602.019199999999,271900,190330,169600,118719.99999999999
"144 PUTNAM AVE",8114.3349,6602.019199999999,248700,174090,169600,118719.99999999999
"148 PUTNAM AVE",9478.1435,6602.019199999999,290500,203350,169600,118719.99999999999
"152 PUTNAM AVE",14489.6507,6602.019199999999,444100,310870,169600,118719.99999999999
"156 PUTNAM AVE",11504.2802,6602.019199999999,352600,246819.99999999997,169600,118719.99999999999
"160 PUTNAM AVE",9357.4236,6602.019199999999,286800,200760,169600,118719.99999999999
"162 PUTNAM AVE",13468.4256,6602.019199999999,412800,288960,169600,118719.99999999999
"166 PUTNAM AVE",9390.0506,6602.019199999999,287800,201460,169600,118719.99999999999
"170 PUTNAM AVE",13458.6375,6602.019199999999,412500,288750,169600,118719.99999999999
"176 PUTNAM AVE",12646.225199999999,6602.019199999999,387600,271320,169600,118719.99999999999
"180 PUTNAM AVE",9693.481699999998,6602.019199999999,297100,207970,169600,118719.99999999999
"184 PUTNAM AVE",10946.358499999998,6602.019199999999,335500,234849.99999999997,169600,118719.99999999999
"188 PUTNAM AVE",13882.7885,6602.019199999999,425500,297850,169600,118719.99999999999
"192 PUTNAM AVE",11706.567599999998,6602.019199999999,358800,251159.99999999997,169600,118719.99999999999
"196 PUTNAM AVE",13027.9611,6602.019199999999,399300,279510,169600,118719.99999999999
"212 PUTNAM AVE",13899.102,6602.019199999999,426000,298200,169600,118719.99999999999
"220 PUTNAM AVE",13915.4155,6602.019199999999,426500,298550,169600,118719.99999999999
"224 PUTNAM AVE",12890.927699999998,6602.019199999999,395100,276570,169600,118719.99999999999
"226 PUTNAM AVE",10342.759,6602.019199999999,317000,221900,169600,118719.99999999999
"232 PUTNAM AVE",8261.1564,6602.019199999999,253200,177240,169600,118719.99999999999
"234 PUTNAM AVE",8936.535300000001,6602.019199999999,273900,191730,169600,118719.99999999999
"238 PUTNAM AVE",8854.9678,6602.019199999999,271400,189980,169600,118719.99999999999
"240 PUTNAM AVE",8385.139,6602.019199999999,257000,179900,169600,118719.99999999999
"244 PUTNAM AVE",8218.7413,6602.019199999999,251900,176330,169600,118719.99999999999
"252 PUTNAM AVE",2822.2354999999993,6602.019199999999,86500,60549.99999999999,169600,118719.99999999999
"254 PUTNAM AVE",13964.356,6602.019199999999,428000,299600,169600,118719.99999999999
"260 PUTNAM AVE",9076.831400000001,6602.019199999999,278200,194740,169600,118719.99999999999
"264 PUTNAM AVE",8287.258,6602.019199999999,254000,177800,169600,118719.99999999999
"268 PUTNAM AVE",9370.474400000001,6602.019199999999,287200,201040,169600,118719.99999999999
"270 PUTNAM AVE",10248.1407,6602.019199999999,314100,219870,169600,118719.99999999999
"274 PUTNAM AVE",9716.3206,6602.019199999999,297800,208460,169600,118719.99999999999
"278 PUTNAM AVE",13527.154199999999,6602.019199999999,414600,290220,169600,118719.99999999999
"284 PUTNAM AVE",26972.740899999997,6602.019199999999,826700,578690,169600,118719.99999999999
"292 PUTNAM AVE",14218.846599999999,6602.019199999999,435800,305060,169600,118719.99999999999
"296 PUTNAM AVE",13683.7638,6602.019199999999,419400,293580,169600,118719.99999999999
