PER,JNL,SRC,EFF_DATE,REFERENCE,BEG_BALANCE,DEBITS,CREDITS,NET_CHANGE,END_BALANCE
10,83,API,04/16/24, B 6464,,.00,112408.8,7516907.09,
10,84,APP,04/17/24, 041724 AP CASH DISBURSEMENTS JOURNA,,112408.80,0,7629315.89,
10,96,API,04/15/24, B 6462,,.00,493083.05,7136232.84,
10,97,API,04/11/24, B 6461,,.00,217691.25,6918541.59,
10,98,API,04/16/24, B 6463,,.00,35346.9,6883194.69,
10,99,APP,04/18/24, 041824 AP CASH DISBURSEMENTS JOURNA,,746121.20,0,7629315.89,
10,141,API,04/23/24, B 6471,,.00,111253.26,7518062.63,
10,142,APP,04/24/24, 042424 AP CASH DISBURSEMENTS JOURNA,,111253.26,0,7629315.89,
10,150,API,04/26/24, B 6473,,.00,4259.55,7625056.34,
10,151,APP,04/26/24, 042624 AP CASH DISBURSEMENTS JOURNA,,4259.55,0,7629315.89,
10,258,API,04/23/24, B 6468,,.00,57405.4,7571910.49,
10,259,API,04/19/24, B 6466,,.00,424018.86,7147891.63,
10,260,API,04/23/24, B 6467,,.00,18683.78,7129207.85,
10,438,APP,04/03/24, voidrg AP CASH DISBURSEMENTS JOURNA,,.00,45.48,7129162.37,
10,439,APM,04/03/24, 000945 AGWAY,,45.48,0,7129207.85,
11,3,API,04/30/24, B 6474,,.00,132816.87,6996390.98,
11,4,APP,05/01/24, 050124 AP CASH DISBURSEMENTS JOURNA,,132816.87,0,7129207.85,
11,5,APP,05/01/24, 050124 AP CASH DISBURSEMENTS JOURNA,,500108.04,0,7629315.89,
11,6,API,05/02/24, B 6475,,.00,302.96,7629012.93,
11,7,APP,05/02/24, 050224 AP CASH DISBURSEMENTS JOURNA,,302.96,0,7629315.89,
11,35,APP,05/08/24, rgvoid AP CASH DISBURSEMENTS JOURNA,,.00,1594.8,7627721.09,
11,36,API,05/06/24, B 6479,,.00,4053.4,7623667.69,
11,37,API,05/03/24, B 6477,,.00,884300.91,6739366.78,
11,38,API,05/03/24, B 6476,,.00,9083.31,6730283.47,
11,39,API,05/07/24, B 6481,,.00,6500.04,6723783.43,
11,40,API,05/03/24, B 6477,,.00,1200,6722583.43,
11,41,API,05/08/24, B 6482,,.00,145560.76,6577022.67,
11,43,APP,05/08/24, 050824 AP CASH DISBURSEMENTS JOURNA,,1052293.22,0,7629315.89,
11,92,API,05/14/24, B 6486,,.00,108531.98,7520783.91,
11,93,APP,05/15/24, 051524 AP CASH DISBURSEMENTS JOURNA,,108531.98,0,7629315.89,
11,98,API,05/09/24, B 6483,,.00,240192.91,7389122.98,
11,99,API,05/10/24, B 6484,,.00,19824.31,7369298.67,
11,100,APP,05/16/24, rgvoid AP CASH DISBURSEMENTS JOURNA,,.00,451.49,7368847.18,
11,102,APP,05/16/24, 051624 AP CASH DISBURSEMENTS JOURNA,,260468.71,0,7629315.89,
11,138,API,05/21/24, B 6488,,.00,110940.57,7518375.32,
11,139,APP,05/21/24, 052124 AP CASH DISBURSEMENTS JOURNA,,110940.57,0,7629315.89,
11,186,API,05/17/24, B 6487,,.00,222858.62,7406457.27,
11,187,APP,05/24/24, 052424 AP CASH DISBURSEMENTS JOURNA,,222858.62,0,7629315.89,
11,188,APP,05/24/24, 050824 AP CASH DISBURSEMENTS JOURNA,,.00,1189,7628126.89,
11,189,API,05/22/24, B 6489,,.00,80480.28,7547646.61,
11,190,APP,05/24/24, 052424 AP CASH DISBURSEMENTS JOURNA,,81669.28,0,7629315.89,
11,220,API,05/29/24, B 6496,,.00,108133.99,7521181.90,
11,221,APP,05/29/24, 052924 AP CASH DISBURSEMENTS JOURNA,,108133.99,0,7629315.89,
11,225,API,05/28/24, B 6493,,.00,275464.57,7353851.32,
11,226,API,05/28/24, B 6494,,.00,75675.75,7278175.57,
11,227,API,05/29/24, B 6495,,.00,24527.05,7253648.52,
11,228,APP,05/29/24, 052924 AP CASH DISBURSEMENTS JOURNA,,375667.37,0,7629315.89,
11,296,API,05/31/24, B 6498,,.00,22884.77,7606431.12,
11,297,API,05/31/24, B 6499,,.00,26314.56,7580116.56,
11,358,APM,05/24/24, 020782 BLUE,,16500.00,0,7596616.56,
11,359,APM,05/24/24, 020782 BLUE,,16500.00,0,7613116.56,
11,360,APM,05/24/24, 020782 BLUE,,16500.00,0,7629616.56,
11,439,APP,05/01/24, voidrg AP CASH DISBURSEMENTS JOURNA,,.00,548.9,7629067.66,
11,440,APM,05/01/24, 007102 VT INC AS TRUST,,548.90,0,7629616.56,
11,441,APP,05/16/24, voidrg AP CASH DISBURSEMENTS JOURNA,,.00,129.5,7629487.06,
11,442,APM,05/16/24, 011458 ACE VAN STORAGE,,129.50,0,7629616.56,
12,10,API,06/04/24, B 6504,,.00,150539.55,7479077.01,
12,11,API,06/03/24, B 6500,,.00,172206.27,7306870.74,
12,12,API,06/03/24, B 6501,,.00,55224.52,7251646.22,
12,13,APP,06/04/24, 060424 AP CASH DISBURSEMENTS JOURNA,,427169.67,0,7678815.89,
12,48,API,06/11/24, B 6512,,.00,110284.4,7568531.49,
12,49,API,06/10/24, B 6511,,.00,88927.68,7479603.81,
12,50,API,06/06/24, B 6505,,.00,241276.37,7238327.44,
12,51,API,06/06/24, B 6506,,.00,15616.75,7222710.69,
12,52,API,06/07/24, B 6507,,.00,11.19,7222699.50,
12,53,APP,06/11/24, 061124 AP CASH DISBURSEMENTS JOURNA,,456116.39,0,7678815.89,
12,65,APP,06/13/24, rgvoid AP CASH DISBURSEMENTS JOURNA,,.00,16500,7662315.89,
12,80,APP,06/13/24, voidrg AP CASH DISBURSEMENTS JOURNA,,.00,33000,7629315.89,
12,89,API,06/12/24, B 6513,,.00,1000,7628315.89,
12,90,APP,06/14/24, 061424 AP CASH DISBURSEMENTS JOURNA,,1000.00,0,7629315.89,
12,134,API,06/18/24, B 6520,,.00,108816.05,7520499.84,
12,135,APP,06/18/24, 061824 AP CASH DISBURSEMENTS JOURNA,,108816.05,0,7629315.89,
12,148,API,06/17/24, B 6518,,.00,166849.27,7462466.62,
12,149,API,06/13/24, B 6515,,.00,82022.09,7380444.53,
12,151,API,06/13/24, B 6514,,.00,3302.67,7377141.86,
12,152,API,06/18/24, B 6519,,.00,29636.61,7347505.25,
12,153,APP,06/21/24, 062124 AP CASH DISBURSEMENTS JOURNA,,281810.64,0,7629315.89,
12,197,API,06/25/24, B 6523,,.00,108775.16,7520540.73,
12,198,APP,06/26/24, 062624 AP CASH DISBURSEMENTS JOURNA,,108775.16,0,7629315.89,
12,205,API,06/24/24, B 6521,,.00,224739.7,7404576.19,
12,206,API,06/25/24, B 6522,,.00,25662.1,7378914.09,
12,207,APP,06/27/24, 062724 AP CASH DISBURSEMENTS JOURNA,,250401.80,0,7629315.89,
12,277,API,06/28/24, B 6525,,.00,85758.24,7543557.65,
12,278,API,06/30/24, B 6526,,.00,324410.96,7219146.69,
12,280,API,06/30/24, B 6527,,.00,6696.83,7212449.86,
12,341,API,06/30/24, B 6532,,.00,12865.93,7199583.93,
12,361,API,06/30/24, B 6546,,.00,675638.57,6523945.36,
12,362,API,06/28/24, B 6550,,.00,26189.43,6497755.93,
12,363,API,06/30/24, B 6547,,.00,10665.54,6487090.39,
12,409,APP,06/30/24, rgvoid AP CASH DISBURSEMENTS JOURNA,,.00,2480.44,6484609.95,
12,410,API,06/30/24, B 6558,,.00,12945.56,6471664.39,
12,411,API,06/28/24, B 6559,,.00,36233.62,6435430.77,
12,433,API,06/30/24, B 6569,,.00,1387.42,6434043.35,
12,434,API,06/28/24, B 6566,,.00,227530.09,6206513.26,
12,435,API,06/30/24, B 6564,,.00,291289.9,5915223.36,
12,445,API,06/30/24, B 6576,,.00,28959.24,5886264.12,
12,446,API,06/28/24, B 6579,,.00,28174.12,5858090.00,
12,447,API,06/30/24, B 6582,,.00,10502.72,5847587.28,
12,450,API,06/28/24, B 6586,,.00,31425.2,5816162.08,
12,482,API,06/30/24, B 6596,,.00,56889.55,5759272.53,
12,483,API,06/28/24, B 6605,,.00,13316.82,5745955.71,
12,484,API,06/30/24, B 6601,,.00,8130.2,5737825.51,
12,494,API,06/30/24, B 6607,,.00,776958.67,4960866.84,
12,495,API,06/28/24, B 6609,,.00,2232.67,4958634.17,
12,496,API,06/30/24, B 6610,,.00,12470.33,4946163.84,
12,499,API,06/30/24, B 6616,,.00,25000,4921163.84,
12,506,API,06/30/24, B 6628,,.00,131774.7,4789389.14,
12,507,API,06/28/24, B 6623,,.00,6781.52,4782607.62,
12,508,API,06/30/24, B 6629,,.00,1288.51,4781319.11,
12,521,API,06/30/24, B 6637,,.00,46595.55,4734723.56,
12,522,API,06/28/24, B 6638,,.00,241923.77,4492799.79,
12,529,API,06/30/24, B 6651,,.00,9511.47,4483288.32,
12,530,API,06/28/24, B 6653,,.00,104243.66,4379044.66,
12,531,API,06/30/24, B 6647,,.00,31.21,4379013.45,
12,537,API,06/30/24, B 6669,,.00,3220.92,4375792.53,
12,538,API,06/28/24, B 6667,,.00,1471.91,4374320.62,
12,539,API,06/30/24, B 6664,,.00,102,4374218.62,
12,541,API,06/30/24, B 6671,,.00,29460.5,4344758.12,
12,552,API,06/30/24, B 6678,,.00,1666.67,4343091.45,
12,559,API,06/30/24, B 6683,,.00,134.16,4342957.29,
12,566,API,06/30/24, B 6688,,.00,76767.71,4266189.58,
12,567,API,06/30/24, B 6687,,.00,9982.8,4256206.78,
12,569,API,06/30/24, B 6695,,.00,236.38,4255970.40,
12,585,API,06/30/24, B 6704,,.00,870,4255100.40,
12,600,API,06/30/24, B 6708,,.00,8796,4246304.40,
12,604,APP,06/11/24, voidrg AP CASH DISBURSEMENTS JOURNA,,.00,240,4246064.40,
12,605,APM,06/11/24, 051655 WARNING LIGHTS,,240.00,0,4246304.40,
12,606,APP,06/17/24, voidrg AP CASH DISBURSEMENTS JOURNA,,.00,5800,4240504.40,
12,607,APM,06/17/24, 101158 DENARDIS,,1080.00,0,4241584.40,
12,608,APM,06/17/24, 016813 FARMER,,1280.00,0,4242864.40,
12,609,APM,06/17/24, 016386 OBRIEN,,1280.00,0,4244144.40,
12,610,APM,06/17/24, 051959 WETMORE,,1080.00,0,4245224.40,
12,611,APM,06/11/24, 018828 ZAEHRINGER KRIS,,1080.00,0,4246304.40,
12,648,API,06/30/24, B 6716,,.00,1500,4244804.40,
12,665,API,06/30/24, B 6720,,.00,21711.43,4223092.97,
12,666,API,06/30/24, B 6730,,.00,4526.96,4218566.01,
12,667,API,06/28/24, B 6732,,.00,6341.67,4212224.34,
12,717,API,06/30/24, B 6740,,.00,940,4211284.34,
12,718,API,06/28/24, B 6744,,.00,70,4211214.34,
12,730,API,06/30/24, B 6755,,.00,2354.17,4208860.17,
12,746,API,06/30/24, B 6771,,.00,1845,4207015.17,
12,764,API,06/30/24, B 6790,,.00,296,4206719.17,
12,765,API,06/28/24, B 6789,,.00,58.6,4206660.57,
12,770,API,06/30/24, B 6800,,.00,6076.8,4200583.77,
12,772,API,06/30/24, B 6803,,.00,388314.67,3812269.10,
12,780,API,06/30/24, B 6828,,.00,107500,3704769.10,
12,789,API,06/30/24, B 6838,,.00,47292,3657477.10,
12,796,API,06/30/24, B 6843,,.00,8376.65,3649100.45,
12,817,GEN,06/30/24, AP,,.00,1080,3648020.45,
12,819,API,06/30/24, B 6880,,.00,499994,3148026.45,
12,821,API,06/30/24, B 6881,,.00,2500,3145526.45,
,12308-3503,,,,-4210662.35,80901278.16,77755751.71,3145526.45,-1065135.9
001 -20-10-308-3504 -,,,,,,,,,
ACCTS PAYABLE-BOE,,,12308 ,5869794.71,,,,,
,12308-3504,,,,-5869794.71,.00,0,.00,-5869794.71
001 -20-00-309-3505 -,,,,,,,,,
TAXES COLL IN ADVANCE,,,12309 ,2495583.37,,,,,
1,352,GNI,07/03/23, Tax rg 07032023-07032023,,.00,3990215.23,-3990215.23,
1,354,GNI,07/05/23, Tax rg 07052023-07052023,,.00,1309945.99,-5300161.22,
1,355,GNI,07/06/23, Tax rg 07062023-07062023,,.00,2520629.18,-7820790.40,
1,355,GNI,07/06/23, Tax rg 07062023-07062023,,125.30,0,-7820665.10,
1,356,GNI,07/07/23, Tax rg 07072023-07072023,,.00,797298.08,-8617963.18,
1,357,GNI,07/10/23, Tax rg 07102023-07102023,,.00,3238416.56,-11856379.74,
1,357,GNI,07/10/23, Tax rg 07102023-07102023,,660.56,0,-11855719.18,
1,358,GNI,07/11/23, Tax rg 07112023-07112023,,.00,3537240.91,-15392960.09,
1,359,GNI,07/12/23, Tax rg 07122023-07122023,,.00,1600596.86,-16993556.95,
1,360,GNI,07/13/23, Tax rg 07132023-07132023,,.00,2104942.37,-19098499.32,
1,360,GNI,07/13/23, Tax rg 07132023-07132023,,17414.38,0,-19081084.94,
1,361,GNI,07/14/23, Tax rg 07142023-07142023,,.00,5486033.39,-24567118.33,
1,361,GNI,07/14/23, Tax rg 07142023-07142023,,316.33,0,-24566802.00,
1,363,GNI,07/17/23, Tax rg 07172023-07172023,,.00,3076135.38,-27642937.38,
1,363,GNI,07/17/23, Tax rg 07172023-07172023,,6143.04,0,-27636794.34,
1,364,GNI,07/18/23, Tax rg 07182023-07182023,,.00,1522634.42,-29159428.76,
1,364,GNI,07/18/23, Tax rg 07182023-07182023,,4840.51,0,-29154588.25,
1,365,GNI,07/19/23, Tax rg 07192023-07192023,,.00,3289457.48,-32444045.73,
1,365,GNI,07/19/23, Tax rg 07192023-07192023,,11810.20,0,-32432235.53,
1,366,GNI,07/20/23, Tax rg 07202023-07202023,,.00,4091345.42,-36523580.95,
1,366,GNI,07/20/23, Tax rg 07202023-07202023,,1261.89,0,-36522319.06,
1,367,GNI,07/21/23, Tax rg 07212023-07212023,,.00,2447305.32,-38969624.38,
1,368,GNI,07/24/23, Tax rg 07242023-07242023,,.00,2303732.05,-41273356.43,
1,368,GNI,07/24/23, Tax rg 07242023-07242023,,297.01,0,-41273059.42,
1,369,GNI,07/25/23, Tax rg 07252023-07252023,,.00,4744108.12,-46017167.54,
1,370,GNI,07/26/23, Tax rg 07262023-07262023,,.00,8292852.14,-54310019.68,
1,370,GNI,07/26/23, Tax rg 07262023-07262023,,21127.16,0,-54288892.52,
1,371,GNI,07/27/23, Tax rg 07272023-07272023,,.00,3436380.87,-57725273.39,
1,371,GNI,07/27/23, Tax rg 07272023-07272023,,179.02,0,-57725094.37,
1,372,GNI,07/31/23, Tax rg 07312023-07312023,,.00,3335106.82,-61060201.19,
1,434,GEN,07/31/23,,,61468012.91,0,407811.72,
1,436,GRV,07/31/23,,,.00,61468012.91,-61060201.19,
1,456,GNI,07/28/23, chris 07282023-07282023,,.00,1832314.18,-62892515.37,
2,282,GNI,08/01/23, Tax rg 08012023-08012023,,.00,34782815.41,-97675330.78,
2,282,GNI,08/01/23, Tax rg 08012023-08012023,,9188.40,0,-97666142.38,
2,283,GNI,08/02/23, Tax rg 08022023-08022023,,.00,2846745.12,-100512887.50,
2,283,GNI,08/02/23, Tax rg 08022023-08022023,,51977.44,0,-100460910.06,
2,284,GNI,08/03/23, Tax rg 08032023-08032023,,.00,921436.6,-101382346.66,
2,285,GNI,08/04/23, Tax rg 08042023-08042023,,.00,796664.16,-102179010.82,
2,286,GNI,08/07/23, Tax rg 08072023-08072023,,.00,2996470.66,-105175481.48,
2,287,GNI,08/08/23, Tax rg 08082023-08082023,,.00,230447.39,-105405928.87,
2,288,GNI,08/09/23, Tax rg 08092023-08092023,,.00,8192654.45,-113598583.32,
2,289,GNI,08/10/23, Tax rg 08102023-08102023,,.00,613548.23,-114212131.55,
2,290,GNI,08/11/23, Tax rg 08112023-08112023,,.00,428968.18,-114641099.73,
2,291,GNI,08/14/23, Tax rg 08142023-08142023,,.00,151035.72,-114792135.45,
2,292,GNI,08/15/23, Tax rg 08152023-08152023,,.00,130172.83,-114922308.28,
2,293,GNI,08/16/23, Tax rg 08162023-08162023,,.00,61780.7,-114984088.98,
2,293,GNI,08/16/23, Tax rg 08162023-08162023,,39821.57,0,-114944267.41,
2,294,GNI,08/17/23, Tax rg 08172023-08172023,,.00,57485.62,-115001753.03,
2,295,GNI,08/18/23, Tax rg 08182023-08182023,,.00,81631.96,-115083384.99,
2,296,GNI,08/21/23, Tax rg 08212023-08212023,,.00,76718.68,-115160103.67,
2,297,GNI,08/22/23, Tax rg 08222023-08222023,,.00,25227.4,-115185331.07,
2,298,GNI,08/23/23, Tax rg 08232023-08232023,,.00,63151.69,-115248482.76,
2,299,GNI,08/24/23, Tax rg 08242023-08242023,,.00,54072.07,-115302554.83,
2,300,GNI,08/25/23, Tax rg 08252023-08252023,,.00,95666.51,-115398221.34,
2,300,GNI,08/25/23, Tax rg 08252023-08252023,,180303.34,0,-115217918.00,
2,301,GNI,08/28/23, Tax rg 08282023-08282023,,.00,103334.75,-115321252.75,
2,302,GNI,08/29/23, Tax rg 08292023-08292023,,.00,93727.88,-115414980.63,
2,303,GNI,08/30/23, Tax rg 08302023-08302023,,.00,90547.58,-115505528.21,
2,303,GNI,08/30/23, Tax rg 08302023-08302023,,931.40,0,-115504596.81,
2,304,GNI,08/31/23, Tax rg 08312023-08312023,,.00,99794.09,-115604390.90,
2,320,GEN,08/31/23,,,52711875.53,0,-62892515.37,
2,321,GEN,08/31/23,,,61468012.91,0,-1424502.46,
3,295,GNI,09/01/23, 09012023-09012023,,.00,234521.99,-1659024.45,
3,296,GNI,09/05/23, 09052023-09052023,,.00,101580.48,-1760604.93,
3,296,GNI,09/05/23, 09052023-09052023,,17295.14,0,-1743309.79,
3,297,GNI,09/06/23, 09062023-09062023,,.00,22074.02,-1765383.81,
3,298,GNI,09/07/23, 09072023-09072023,,.00,74724.37,-1840108.18,
3,299,GNI,09/08/23, 09082023-09082023,,.00,72283.13,-1912391.31,
3,299,GNI,09/08/23, 09082023-09082023,,10036.78,0,-1902354.53,
3,300,GNI,09/11/23, 09112023-09112023,,.00,47206.7,-1949561.23,
3,301,GNI,09/12/23, 09122023-09122023,,.00,21421,-1970982.23,
3,302,GNI,09/13/23, 09132023-09132023,,.00,50599.85,-2021582.08,
3,303,GNI,09/14/23, 09132023-09132023,,.00,50599.85,-2072181.93,
3,304,GNI,09/15/23, 09152023-09152023,,.00,94279.1,-2166461.03,
3,304,GNI,09/15/23, 09152023-09152023,,9911.89,0,-2156549.14,
3,306,GNI,09/18/23, 09182023-09182023,,.00,130895.53,-2287444.67,
3,306,GNI,09/18/23, 09182023-09182023,,745.85,0,-2286698.82,
3,307,GNI,09/19/23, 09192023-09192023,,.00,76641.42,-2363340.24,
3,308,GNI,09/20/23, 09202023-09202023,,.00,50654.86,-2413995.10,
3,309,GNI,09/21/23, 09212023-09212023,,.00,29988.45,-2443983.55,
3,310,GNI,09/22/23, 09222023-09222023,,.00,21447.5,-2465431.05,
3,311,GNI,09/25/23, 09252023-09252023,,.00,108174.16,-2573605.21,
3,311,GNI,09/25/23, 09252023-09252023,,15557.50,0,-2558047.71,
3,312,GNI,09/26/23, 09262023-09262023,,.00,50936.73,-2608984.44,
3,312,GNI,09/26/23, 09262023-09262023,,2805.32,0,-2606179.12,
3,313,GNI,09/27/23, 09272023-09272023,,.00,33423.76,-2639602.88,
3,314,GNI,09/28/23, 09282023-09282023,,.00,66736.47,-2706339.35,
3,314,GNI,09/28/23, 09282023-09282023,,331.53,0,-2706007.82,
3,315,GNI,09/29/23, 09292023-09292023,,.00,109961.42,-2815969.24,
3,315,GNI,09/29/23, 09292023-09292023,,215.45,0,-2815753.79,
3,316,GEN,09/30/23,,,1156729.34,0,-1659024.45,
3,351,GNI,09/14/23, chris 09142023-09142023,,.00,21388.5,-1680412.95,
3,353,GRV,09/14/23,,,50599.85,0,-1629813.10,
4,382,GNI,10/02/23, 10022023-10022023,,.00,71837.28,-1701650.38,
4,383,GNI,10/03/23, 10032023-10032023,,.00,20059.37,-1721709.75,
4,384,GNI,10/04/23, 10042023-10042023,,.00,22076.46,-1743786.21,
4,385,GNI,10/05/23, 10052023-10052023,,.00,18529.74,-1762315.95,
4,385,GNI,10/05/23, 10052023-10052023,,214.89,0,-1762101.06,
4,386,GNI,10/06/23, 10062023-10062023,,.00,35473.57,-1797574.63,
4,387,GNI,10/10/23, 10102023-10102023,,.00,99218.43,-1896793.06,
4,387,GNI,10/10/23, 10102023-10102023,,189.57,0,-1896603.49,
4,388,GNI,10/11/23, 10112023-10112023,,.00,35749.63,-1932353.12,
4,389,GNI,10/12/23, 10122023-10122023,,.00,20341.22,-1952694.34,
4,390,GNI,10/13/23, 10132023-10132023,,.00,17222.9,-1969917.24,
4,391,GNI,10/16/23, 10162023-10162023,,.00,54341.32,-2024258.56,
4,391,GNI,10/16/23, 10162023-10162023,,10.15,0,-2024248.41,
4,392,GNI,10/17/23, 10172023-10172023,,.00,37835.31,-2062083.72,
4,393,GNI,10/18/23, 10182023-10182023,,.00,19079.56,-2081163.28,
4,393,GNI,10/18/23, 10182023-10182023,,346.02,0,-2080817.26,
4,394,GNI,10/19/23, 10192023-10192023,,.00,27262.38,-2108079.64,
4,395,GNI,10/20/23, 10202023-10202023,,.00,49356.65,-2157436.29,
4,396,GNI,10/23/23, 10232023-10232023,,.00,47845.51,-2205281.80,
4,397,GNI,10/24/23, 10242023-10242023,,.00,134400.51,-2339682.31,
4,398,GNI,10/25/23, 10252023-10252023,,.00,51880.77,-2391563.08,
4,399,GNI,10/26/23, 10262023-10262023,,.00,20467.6,-2412030.68,
4,400,GNI,10/27/23, 10272023-10272023,,.00,33961.47,-2445992.15,
4,401,GNI,10/30/23, 10302023-10302023,,.00,17556.09,-2463548.24,
4,402,GNI,10/31/23, 10312023-10312023,,.00,40054.96,-2503603.20,
5,191,GNI,11/01/23, 11012023-11012023,,.00,134416.2,-2638019.40,
5,192,GNI,11/02/23, 11022023-11022023,,.00,5968.4,-2643987.80,
5,193,GNI,11/03/23, 11032023-11032023,,.00,62781.45,-2706769.25,
5,194,GNI,11/06/23, 11062023-11062023,,.00,62082.73,-2768851.98,
5,195,GNI,11/08/23, 11082023-11082023,,.00,33653.45,-2802505.43,
5,196,GNI,11/09/23, 11092023-11092023,,.00,27747.02,-2830252.45,
5,197,GNI,11/13/23, 11132023-11132023,,.00,115296.06,-2945548.51,
5,198,GNI,11/14/23, 11142023-11142023,,.00,54182.9,-2999731.41,
5,198,GNI,11/14/23, 11142023-11142023,,960.43,0,-2998770.98,
5,200,GNI,11/15/23, 11152023-11152023,,.00,33869.26,-3032640.24,
5,201,GNI,11/16/23, 11162023-11162023,,.00,28578.56,-3061218.80,
5,202,GNI,11/17/23, 11172023-11172023,,.00,39371.23,-3100590.03,
5,203,GNI,11/20/23, 11202023-11202023,,.00,57566.62,-3158156.65,
5,204,GNI,11/21/23, 11212023-11212023,,.00,7487.82,-3165644.47,
5,205,GNI,11/22/23, 11222023-11222023,,.00,39472.99,-3205117.46,
5,206,GNI,11/24/23, 11242023-11242023,,.00,6545.91,-3211663.37,
5,207,GNI,11/27/23, 11272023-11272023,,.00,72585.22,-3284248.59,
5,208,GNI,11/28/23, 11282023-11282023,,.00,29513.56,-3313762.15,
5,209,GNI,11/29/23, 11292023-11292023,,.00,67951.24,-3381713.39,
5,210,GNI,11/30/23, 11302023-11302023,,.00,103831.89,-3485545.28,
5,330,GNI,11/07/23, chris 11072023-11072023,,.00,56156.68,-3541701.96,
5,330,GNI,11/07/23, chris 11072023-11072023,,3380.27,0,-3538321.69,
6,309,GNI,12/05/23, 12052023-12052023,,.00,278518.79,-3816840.48,
6,310,GNI,12/01/23, 12012023-12012023,,.00,189392.68,-4006233.16,
6,311,GNI,12/04/23, 12042023-12042023,,.00,180560.23,-4186793.39,
6,312,GNI,12/06/23, 12062023-12062023,,.00,1077986.53,-5264779.92,
6,312,GNI,12/06/23, 12062023-12062023,,4155.19,0,-5260624.73,
6,313,GNI,12/07/23, 12072023-12072023,,.00,91403.58,-5352028.31,
6,314,GNI,12/08/23, 12082023-12082023,,.00,138823.07,-5490851.38,
6,314,GNI,12/08/23, 12082023-12082023,,3644.49,0,-5487206.89,
6,315,GNI,12/11/23, 12112023-12112023,,.00,261205.34,-5748412.23,
6,316,GNI,12/12/23, 12122023-12122023,,.00,151700.77,-5900113.00,
6,317,GNI,12/13/23, 12132023-12132023,,.00,227348.89,-6127461.89,
6,317,GNI,12/13/23, 12132023-12132023,,1671.39,0,-6125790.50,
6,318,GNI,12/14/23, 12142023-12142023,,.00,222330.14,-6348120.64,
6,319,GNI,12/18/23, 12182023-12182023,,.00,826307.81,-7174428.45,
6,320,GNI,12/19/23, 12192023-12192023,,.00,525384.57,-7699813.02,
6,321,GNI,12/20/23, 12202023-12202023,,.00,2757758.34,-10457571.36,
6,321,GNI,12/20/23, 12202023-12202023,,3775.21,0,-10453796.15,
6,322,GNI,12/21/23, 12212023-12212023,,.00,108274.85,-10562071.00,
6,323,GNI,12/22/23, 12222023-12222023,,.00,1027633.38,-11589704.38,
6,324,GNI,12/26/23, 12262023-12262023,,.00,752274.61,-12341978.99,
6,325,GNI,12/27/23, 12272023-12272023,,.00,871305.43,-13213284.42,
6,326,GNI,12/28/23, 12282023-12282023,,.00,551311.52,-13764595.94,
6,327,GNI,12/29/23, 12292023-12292023,,.00,528446.17,-14293042.11,
6,327,GNI,12/29/23, 12292023-12292023,,248.48,0,-14292793.63,
6,342,GNI,12/15/23, chris 12152023-12152023,,.00,142473.61,-14435267.24,
7,397,GNI,01/01/24, 01022024-01022024,,.00,1684063.61,-16119330.85,
7,398,GNI,01/03/24, 01032024-01032024,,.00,749342.31,-16868673.16,
7,399,GNI,01/08/24, 01082024-01082024,,.00,12001563.16,-28870236.32,
7,400,GNI,01/09/24, 01092024-01092024,,.00,1165746.45,-30035982.77,
7,400,GNI,01/09/24, 01092024-01092024,,9322.52,0,-30026660.25,
7,401,GNI,01/10/24, 01102024-01102024,,.00,766142.04,-30792802.29,
7,402,GNI,01/11/24, 01112024-01112024,,.00,4240378.22,-35033180.51,
7,403,GNI,01/12/24, 01122024-01122024,,.00,1898312.06,-36931492.57,
7,403,GNI,01/12/24, 01122024-01122024,,30997.02,0,-36900495.55,
7,404,GNI,01/16/24, 01162024-01162024,,.00,1200596.56,-38101092.11,
7,405,GNI,01/17/24, 01172024-01172024,,.00,975628.26,-39076720.37,
7,405,GNI,01/17/24, 01172024-01172024,,15373.26,0,-39061347.11,
7,406,GNI,01/18/24, 01182024-01182024,,.00,1036907.74,-40098254.85,
7,406,GNI,01/18/24, 01182024-01182024,,6784.96,0,-40091469.89,
7,407,GNI,01/19/24, 01192024-01192024,,.00,1304027.65,-41395497.54,
7,407,GNI,01/19/24, 01192024-01192024,,13045.09,0,-41382452.45,
7,408,GNI,01/22/24, 01222024-01222024,,.00,1567671.26,-42950123.71,
7,409,GNI,01/24/24, 01242024-01242024,,.00,3607676.81,-46557800.52,
7,410,GNI,01/25/24, 01252024-01252024,,.00,4250479.35,-50808279.87,
7,411,GNI,01/26/24, 01262024-01262024,,.00,2256220.77,-53064500.64,
7,411,GNI,01/26/24, 01262024-01262024,,14728.26,0,-53049772.38,
7,412,GNI,01/29/24, 01292024-01292024,,.00,2404984.39,-55454756.77,
7,412,GNI,01/29/24, 01292024-01292024,,12287.04,0,-55442469.73,
7,413,GNI,01/30/24, 01302024-01302024,,.00,27078892.29,-82521362.02,
7,414,GNI,01/31/24, 01312024-01312024,,.00,2679193.66,-85200555.68,
7,414,GNI,01/31/24, 01312024-01312024,,21867.47,0,-85178688.21,
7,524,GNI,01/04/24, chris 01042024-01042024,,.00,2275490.85,-87454179.06,
7,525,GNI,01/05/24, chris 01052024-01052024,,.00,867024.94,-88321204.00,
8,42,GNI,02/01/24, 02012024-02012024,,.00,1930967.04,-90252171.04,
