address,appraisal,sale_date,sale_price,use_code,use_description,zone,neighborhood,acres,land_value,style,model,grade,hist_land_value,hist_total_value,street_url,status
129 LEEDER HILL DR ,NA,12/08/2022,0,4000,MANUFAC M96,M,T3,3.04,475600,Lt. Industrial,Ind/Comm,NA,799900,1898900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
130 LEEDER HILL DR ,NA,01/19/2016,0,9040,PVT SCHOOL M94,T4,T3,13.08,NA,School,Comm/Ind,NA,2760400,44364000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
135 LEEDER HILL DR ,700,05/26/1978,0,3920,UNDEV LAND,M,T3,0.14,700,Vacant Land,       ,       ,1700,1700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
143 LEEDER HILL DR ,NA,08/03/1993,710000,9060,CHURCH M94,M,T3,1.96,353200,Clubs/Lodges,Comm/Ind,NA,677500,1649600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
147 LEEDER HILL DR ,NA,09/11/1997,460000,904I,PVT UNIV M96,M,T3,4.38,627600,Library,Ind/Comm,NA,951900,24302100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
153 LEEDER HILL DR ,NA,11/01/2022,NA,3040,SNF/ALF/ILF M94,M,T3,5,800400,Nursing (ALF),Comm/Ind,NA,1794000,4337000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
200 LEEDER HILL DR ,NA,10/14/1977,0,3040,SNF/ALF/ILF M94,T4,T3,14.84,NA,Nursing (CCRC),Comm/Ind,NA,7850000,54808900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
105 LEEDER HILL DR #U1,156400,02/21/2020,NA,904C,PVT UNIV M94,T4,T3,0,0,Indust Condo,Comm/Ind,NA,0,118400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
131 LEEDER HILL DR #U1,686700,05/23/2019,1,4021,IND CONDO M06,M,T3,0,0,Indust Condo,Com Condo,NA,0,528300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U101,290000,08/20/2020,0,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,170800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U102,288700,01/14/2022,230000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,171200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U103,284700,07/29/2021,190000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,168800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U104,290000,09/27/2022,245000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,172000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U105,283500,04/14/2003,209900,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,170100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U106,300400,12/22/2021,240000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,176900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
105 LEEDER HILL DR #U2,149500,02/21/2020,NA,904C,PVT UNIV M94,T4,T3,0,0,Indust Condo,Comm/Ind,NA,0,113200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
131 LEEDER HILL DR #U2,215800,08/27/2003,150000,4021,IND CONDO M06,M,T3,0,0,Indust Condo,Com Condo,NA,0,166900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U201,275400,11/02/2016,205000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,161600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U202,293300,04/13/2023,255500,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,172000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U203,293300,11/16/2010,0,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,172000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U204,293300,03/01/2002,154900,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,172000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U205,293300,04/01/2019,180000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,172000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U206,308000,01/25/2022,225000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,180600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
105 LEEDER HILL DR #U3,143400,02/21/2020,NA,904C,PVT UNIV M94,T4,T3,0,0,Indust Condo,Ind/Comm,NA,0,112100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
131 LEEDER HILL DR #U3,321200,08/27/2003,0,4021,IND CONDO M06,M,T3,0,0,Indust Condo,Com Condo,NA,0,247800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U301,196100,08/09/2018,125000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,116300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U302,199800,04/29/2002,131525,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,119300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U303,290300,09/08/2016,210000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,174200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U304,302300,05/10/2004,244000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,177300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U305,187900,04/28/2014,116500,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,109400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U306,194500,10/25/2023,205000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,115400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
105 LEEDER HILL DR #U4,146200,02/21/2020,NA,904C,PVT UNIV M94,T4,T3,0,0,Indust Condo,Ind/Comm,NA,0,116700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
131 LEEDER HILL DR #U4,218600,08/27/2003,0,4021,IND CONDO M06,M,T3,0,0,Indust Condo,Com Condo,NA,0,168200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U401,191700,12/15/2021,185000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,112900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U402,189200,12/01/2009,152500,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,111400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U403,303700,11/12/2002,181500,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,178100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U404,303700,01/08/2024,288000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,178100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U405,303700,09/04/2007,267000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,178100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U406,303700,02/16/2007,260000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,178100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U407,303700,09/05/2013,206000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,178100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U408,190800,11/28/2005,160000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,112300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U409,189200,05/30/2024,235000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,111400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
105 LEEDER HILL DR #U5,143400,02/21/2020,NA,904C,PVT UNIV M94,T4,T3,0,0,Indust Condo,Ind/Comm,NA,0,116700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
131 LEEDER HILL DR #U5,130400,12/01/2005,426000,4021,IND CONDO M06,M,T3,0,0,Indust Condo,Com Condo,NA,0,100300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U501,305200,11/13/2019,0,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,179000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U502,291900,11/21/2023,245000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,171200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U503,291900,05/11/2021,224900,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,171200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U504,294600,05/29/2024,310000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,171200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U505,298800,11/30/2018,195000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,177200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U506,196100,04/04/2012,0,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,116300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U507,189200,09/13/2002,123900,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,111400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
105 LEEDER HILL DR #U6,153200,02/21/2020,NA,904C,PVT UNIV M94,T4,T3,0,0,Indust Condo,Comm/Ind,NA,0,134100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
131 LEEDER HILL DR #U6,310200,12/01/2005,426000,4021,IND CONDO M06,M,T3,0,0,Indust Condo,Com Condo,NA,0,239200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U601,308000,06/16/2021,225000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,180600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U602,293300,05/27/2016,0,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,172000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U603,293300,05/05/2011,0,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,172000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U604,291900,06/14/2002,159800,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,171200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U605,303700,02/23/2015,0,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,178100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U606,190800,04/10/2015,79320,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,112300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U607,189200,11/29/2012,0,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,111400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
105 LEEDER HILL DR #U7,148700,02/21/2020,NA,904C,PVT UNIV M94,T4,T3,0,0,Indust Condo,Ind/Comm,NA,0,129000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
131 LEEDER HILL DR #U7,224100,10/07/2019,175500,4021,IND CONDO M06,M,T3,0,0,Indust Condo,Com Condo,NA,0,172700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U701,194900,09/28/2018,1,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,116900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U702,198600,06/22/2011,150000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,119800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U703,300400,11/23/2016,0,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,178100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U704,300400,08/31/2005,267000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,178100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U705,300400,10/25/2006,265000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,178100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U706,300400,09/26/2017,195500,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,178100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U707,298900,12/09/2004,264000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,176000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U708,196700,06/15/2017,125000,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,118100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
157 LEEDER HILL DR #U709,192400,04/25/2002,130400,1020,Condo M05,T4,,0,0,Condominium,Res Condo,NA,0,115400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
131 LEEDER HILL DR #U8,306700,03/02/2020,160000,4021,IND CONDO M06,M,T3,0,0,Indust Condo,Com Condo,NA,0,240600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
105 LEEDER HILL DR #U8A,66300,02/21/2020,NA,904C,PVT UNIV M94,T4,T3,0,0,Indust Condo,Comm/Ind,NA,0,56200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
105 LEEDER HILL DR #U8B,66200,02/21/2020,NA,904C,PVT UNIV M94,T4,T3,0,0,Indust Condo,Comm/Ind,NA,0,50100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
105 LEEDER HILL DR #U8C,85000,02/21/2020,NA,904C,PVT UNIV M94,T4,T3,0,0,Indust Condo,Comm/Ind,NA,0,64400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
105 LEEDER HILL DR #U9,206300,02/21/2020,NA,904C,PVT UNIV M94,T4,T3,0,0,Indust Condo,Comm/Ind,NA,0,161900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDER%20HILL%20DR,success
10 LEEDS ST ,197700,03/30/2011,0,3160,COMM WHSE M94,R4,R,0.28,128000,Service Shop,Ind/Comm,NA,72300,224200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDS%20ST,success
13 LEEDS ST ,10000,03/30/2011,0,3920,UNDEV LAND,R4,R,0.3,10000,Vacant Land,       ,       ,9700,9700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDS%20ST,success
22 LEEDS ST,9000,03/30/2011,0,3920,UNDEV LAND,R4,R,0.18,9000,Vacant Land,       ,       ,8700,8700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDS%20ST,success
27 LEEDS ST ,7700,03/30/2011,0,3920,UNDEV LAND,R4,R,0.09,7700,Vacant Land,       ,       ,7500,7500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEEDS%20ST,success
15 LENT RD ,290100,11/29/2007,235000,1010,Single Fam M01,R4,25,0.17,76400,Ranch,Residential,C,57500,194300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
21 LENT RD ,278600,03/26/2015,0,1010,Single Fam M01,R4,25,0.3,86000,Ranch,Residential,C,64800,185700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
29 LENT RD ,305700,02/10/2021,220000,1010,Single Fam M01,R4,25,0.34,88000,Ranch,Residential,C,66200,213300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
30 LENT RD ,294000,08/24/2007,259000,1010,Single Fam M01,R4,25,0.21,80000,Split-Level,Residential,C,60200,191700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
35 LENT RD ,294600,12/11/2023,287500,1010,Single Fam M01,R4,25,0.22,80900,Ranch,Residential,C,60900,197500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
38 LENT RD ,290100,02/28/2017,205000,1010,Single Fam M01,R4,25,0.18,77300,Ranch,Residential,C,58200,193600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
45 LENT RD ,294600,12/29/2020,240000,1010,Single Fam M01,R4,25,0.23,81800,Ranch,Residential,C,61600,203700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
46 LENT RD ,384400,07/13/2010,0,1010,Single Fam M01,R4,25,0.23,81800,Split-Level,Residential,C +,61600,255700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
55 LENT RD ,279600,05/30/2003,212000,1010,Single Fam M01,R4,25,0.23,81800,Ranch,Residential,C,61600,189100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
56 LENT RD ,281100,06/18/1987,0,1010,Single Fam M01,R4,25,0.23,81800,Ranch,Residential,C,61600,180500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
65 LENT RD ,293100,01/22/2013,186000,1010,Single Fam M01,R4,25,0.25,83700,Ranch,Residential,C,63000,202100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
68 LENT RD ,309700,09/05/2014,205000,1010,Single Fam M01,R4,25,0.22,80900,Ranch,Residential,C,60900,196600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
76 LENT RD ,322300,09/03/2020,0,1010,Single Fam M01,R4,25,0.22,80900,Split-Level,Residential,C,60900,221500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
77 LENT RD ,292100,12/17/2009,225000,1010,Single Fam M01,R4,25,0.24,82700,Ranch,Residential,C,62300,194200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
86 LENT RD ,317700,05/17/2022,305000,1010,Single Fam M01,R4,25,0.23,81800,Split-Level,Residential,C,61600,210900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
87 LENT RD ,302200,04/24/2008,0,1010,Single Fam M01,R4,25,0.23,81800,Ranch,Residential,C,61600,203900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
96 LENT RD ,302200,05/26/2017,200000,1010,Single Fam M01,R4,25,0.23,81800,Split-Level,Residential,C,61600,197100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
97 LENT RD ,287000,02/04/1998,0,1010,Single Fam M01,R4,25,0.23,81800,Ranch,Residential,C,61600,186100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LENT%20RD,success
15 LEO RD ,297300,05/12/2016,120000,1010,Single Fam M01,R4,25,0.2,79100,Ranch,Residential,C,59600,182100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
16 LEO RD ,385600,07/19/1994,115000,1010,Single Fam M01,R4,25,0.22,80900,Split-Level,Residential,C +,60900,257300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
25 LEO RD ,273800,06/26/2001,150000,1010,Single Fam M01,R4,25,0.2,79100,Ranch,Residential,C,59600,180300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
33 LEO RD ,284000,01/29/2024,0,1010,Single Fam M01,R4,25,0.2,79100,Ranch,Residential,C,59600,188500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
34 LEO RD ,331400,12/03/2020,255000,1010,Single Fam M01,R4,25,0.25,83700,Split-Level,Residential,C,63000,232100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
41 LEO RD ,268300,08/08/2022,280000,1010,Single Fam M01,R4,25,0.2,79100,Ranch,Residential,C,59600,184900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
42 LEO RD ,270000,04/14/2023,0,1010,Single Fam M01,R4,25,0.25,83700,Ranch,Residential,C,63000,180000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
51 LEO RD ,277000,10/21/2021,0,1010,Single Fam M01,R4,25,0.2,79100,Ranch,Residential,C,59600,178800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
59 LEO RD ,249100,10/09/2015,163000,1010,Single Fam M01,R4,25,0.22,80900,Ranch,Residential,C,60900,168200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
66 LEO RD ,269200,04/02/2015,169000,1010,Single Fam M01,R4,25,0.25,83700,Ranch,Residential,C,63000,179300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
74 LEO RD ,299800,07/09/2019,222000,1010,Single Fam M01,R4,25,0.2,79100,Ranch,Residential,C,59600,211800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
75 LEO RD ,279300,12/21/2015,163000,1010,Single Fam M01,R4,25,0.24,82700,Ranch,Residential,C,62300,191100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
81 LEO RD ,247300,10/11/2024,0,1010,Single Fam M01,R4,25,0.18,77300,Ranch,Residential,C,58200,166600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
82 LEO RD ,284800,10/13/2005,243900,1010,Single Fam M01,R4,25,0.21,80000,Ranch,Residential,C,60200,181000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
90 LEO RD ,316100,08/22/2005,280000,1010,Single Fam M01,R4,25,0.25,83700,Ranch,Residential,C,63000,236500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
91 LEO RD ,250000,10/04/1974,0,1010,Single Fam M01,R4,25,0.18,77300,Ranch,Residential,C,58200,174900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
98 LEO RD ,288400,09/18/2019,208000,1010,Single Fam M01,R4,25,0.26,84100,Ranch,Residential,C,63300,204900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
99 LEO RD ,288400,07/23/2018,0,1010,Single Fam M01,R4,25,0.18,77300,Ranch,Residential,C,58200,186100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
106 LEO RD ,243700,07/09/2001,0,1010,Single Fam M01,R4,25,0.21,80000,Ranch,Residential,C,60200,174900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
107 LEO RD ,274900,09/28/2022,280000,1010,Single Fam M01,R4,25,0.23,81800,Ranch,Residential,C,61600,190300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEO%20RD,success
7 LEONARD RD ,329400,12/10/2014,217000,1010,Single Fam M01,R4,80,0.24,75200,Ranch,Residential,C,47900,220800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
21 LEONARD RD ,367900,02/24/2023,334900,1010,Single Fam M01,R4,80,0.34,80000,Ranch,Residential,C +,50900,239900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
24 LEONARD RD ,357300,01/25/2021,0,1010,Single Fam M01,R4,80,0.45,84700,Ranch,Residential,C +,54000,221300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
31 LEONARD RD ,302700,06/09/2022,240000,1010,Single Fam M01,R4,80,0.33,79500,Colonial,Residential,C,50600,191000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
39 LEONARD RD ,290100,04/04/2018,0,1010,Single Fam M01,R4,80,0.25,76000,Colonial,Residential,C,48400,188900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
40 LEONARD RD ,372400,08/10/2021,0,1010,Single Fam M01,R4,80,0.26,76500,Cape Cod,Residential,C +,48700,239200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
50 LEONARD RD ,310800,08/04/2022,320000,1010,Single Fam M01,R4,80,0.26,76500,Cape Cod,Residential,C,48700,191600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
58 LEONARD RD ,344500,08/01/1994,117000,1010,Single Fam M01,R4,80,0.27,76900,Cape Cod,Residential,C +,49000,222100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
67 LEONARD RD ,310700,03/09/2021,249000,1010,Single Fam M01,R4,80,0.28,77300,Colonial,Residential,C,49300,205400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
